スキル名,アイコン,タイプ,コスト,CD,スキル所持,説明,min,max,range,square,squareR,rect,line,lineR,low,high,rowRange,highRange,comment,exception
クリティカル指揮,./img/skillIMG/クリティカル指揮.png,オーラ,-,-,ライトニング;恩寵の閃光,オーラ：自身範囲2マス以内の他の味方のクリティカル発生率+20%。,,,,,,,,,,,,,,
ライトニング,./img/skillIMG/ライトニング.png,パッシブ,-,-,ライトニング,パッシブ：素早さ+50pt。<br>攻撃前、移動距離が3マス以上の場合、クリティカル発生率+50%。,,,,,,,,,,,,,,
罪の償い,./img/skillIMG/罪の償い.png,魔法ダメージ,3,-,輝ける光の鞭,魔法ダメージ：ターゲット方向直線5マス以内の敵全員に60%のダメージを与える。<br>続けて攻撃して魔攻値30%の貫通ダメージを与える。,1,1,15,,,1,,,2,2,2,2,範囲攻撃;対地面,
魔防増幅,./img/skillIMG/魔防増幅.png,支援,1,3,輝ける光の鞭,支援：ターゲット範囲内の味方全員に△魔防Lv.2、干渉無効化を付与し、2ターン継続する。,0,2,2,,,,,,8,8,2,2,対地面,
防御・頭部,./img/skillIMG/防御・頭部.png,リアクション,-,-,輝ける光の鞭,リアクション：アクティブ攻撃を受けた場合、被ダメージ-8%。<br>高地攻撃を受けた場合、追加で被ダメージ-20%。,,,,,,,,,,,,,,
コマンドメント,./img/skillIMG/コマンドメント.png,貫通ダメージ,-,-,輝ける光の鞭,貫通ダメージ：単体攻撃。<br>魔攻値60%の貫通ダメージを与える。,1,2,-1,,,,,,5,3,,,遠距離;対ユニット,
ヒーリングアタック,./img/skillIMG/ヒーリングアタック.png,物理ダメージ,2,-,フレア;胡蝶,物理ダメージ：単体攻撃。<br>100%のダメージを与え、自身範囲3マス以内の他の味方を回復させる。<br>回復量は物攻値の40%。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
プレッシャーの重撃,./img/skillIMG/プレッシャーの重撃.png,物理ダメージ,1,3,フレア;胡蝶,物理ダメージ：単体攻撃。<br>110%のダメージを与え、?リアクション、?アクティブスキルと?パッシブスキルを付与し、2ターン継続する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
祝福,./img/skillIMG/祝福.png,回復,3,-,フレア;胡蝶,回復：ターゲット範囲2マス以内の味方全員のHPを30%回復させ、ランダムなデバフ2個をLv.1バフに変更し、2ターン継続する。,,,2,,,,,,,,2,2,対ユニット,
貢献,./img/skillIMG/貢献.png,パッシブ,-,-,フレア,パッシブ：アクティブ攻撃後、自身範囲2マス以内の味方全員のHPを15%回復させる。,,,,,,,,,,,,,,
サバイバル,./img/skillIMG/サバイバル.png,パッシブ,-,-,フレア,パッシブ：攻撃を受けた後、自身が瀕死状態になった場合、25%のHPを回復する。<br>1ターンで最大1回発動する。,,,,,,,,,,,,,,
雷霆の一撃,./img/skillIMG/雷霆の一撃.png,物理ダメージ,2,3,フレア,物理ダメージ：自身範囲2マス以内の敵全員に75%の範囲ダメージを与え、2個のバフを解除する。,,,2,,,,,,,,2,2,範囲攻撃;対ユニット,
仁心撃(近距離),./img/skillIMG/仁心撃(近距離).png,通常攻撃;物理ダメージ,-,-,フレア,通常攻撃：100%の物理ダメージを与え、次回の回復効果+15%。,,,,,,,,,,,,,,
貫通矢,./img/skillIMG/貫通矢.png,パッシブ,-,-,バリスタ;無法者・弓兵,パッシブ：攻撃後、ターゲットに▽物防Lv.2を付与し、3ターン継続する。,,,,,,,,,,,,,,
バリスタ,./img/skillIMG/バリスタ.png,物理ダメージ,1,4,バリスタ,物理ダメージ：自身十字範囲内の敵1体を選択し、140%のダメージを与え、1マスノックバックする。<br>攻撃前に、自身がシールドブレイクLv.3を獲得する。,1,4,-1,,,,1,,5,3,,,遠距離;対ユニット,
防御・物理,./img/skillIMG/防御・物理.png,リアクション,-,-,バリスタ;闇の光・氷術師;法皇国・氷の術師;傭兵・刺客;無法者・巨斧兵,リアクション：アクティブ物理攻撃を受けた場合、被ダメージ-15%。,,,,,,,,,,,,,,
城崩し,./img/skillIMG/城崩し.png,物理ダメージ,4,-,バリスタ,物理ダメージ：1ターンの間準備する。<br>その間40%のHPの物理シールドを獲得する。<br>スキル発動後、ターゲット方向3×6エリアの敵全員に160%のダメージを与える。<br>続けて方向1×3エリアの敵全員を攻撃して30%のダメージを与え、2マスノックバックする。<br>スキル発動後、自身がスタンして1ターン継続する。,1,1,36,,,1,,,2,2,2,2,対地面,
強力な一撃(遠距離),./img/skillIMG/強力な一撃(遠距離).png,通常攻撃;物理ダメージ,-,-,バリスタ,通常攻撃：110%の物理ダメージを与える。,2,3,-1,,,,,,5,3,,,遠距離;対ユニット,
会心の一撃(遠距離),./img/skillIMG/会心の一撃(遠距離).png,通常攻撃;物理ダメージ,-,-,バリスタ;恩寵の閃光,通常攻撃：100%の物理ダメージを与える。<br>攻撃前、クリティカル発生率+15%。,2,3,-1,,,,,,5,3,,,遠距離;対ユニット,
必中の一撃(遠距離),./img/skillIMG/必中の一撃(遠距離).png,通常攻撃;物理ダメージ,-,-,鷹の目,通常攻撃：85%の物理ダメージを与え、ターゲットに?回避を付与し、1ターン継続する。<br>曲射,2,3,-1,,,,,,8,6,,,遠距離;対ユニット,
チェーンストライク,./img/skillIMG/チェーンストライク.png,物理ダメージ,3,-,マイティ,物理ダメージ：単体攻撃。<br>145%のダメージを与える。<br>攻撃前、ターゲットに?パッシブスキル、?リアクションを付与し、1ターン継続する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
援護射撃,./img/skillIMG/援護射撃.png,支援,1,3,恩寵の閃光;王国軍・弓兵,支援：自身範囲4マス以内の敵全員に援護攻撃を行い、80%のダメージを与える。<br>1ターンで最大2回発動する。,,,4,,,,,,5,3,,,対ユニット,
崩壊した秩序,./img/skillIMG/崩壊した秩序.png,陣営オーラ,-,-,深淵の心,陣営オーラ：フィールド上の陣営が<漂泊者>の味方の攻撃力+10%、防御力+20%。,,,,,,,,,,,,,,
封印の一撃(魔法),./img/skillIMG/封印の一撃(魔法).png,通常攻撃;魔法ダメージ,-,-,深淵の心;キャンドル,通常攻撃：80%の魔法ダメージを与える。<br>攻撃前、負傷状態の敵に?パッシブスキルを付与し、2ターン継続する。,1,2,-1,,,,,,5,3,,,遠距離;対ユニット,
晶塵爆弾,./img/skillIMG/晶塵爆弾.png,魔法ダメージ,2,-,エンフォーサー,魔法ダメージ：ターゲット範囲1輪以内の敵全員に50%の範囲ダメージを与え、ランダムなLv.1能力値デバフを付与し、2ターン継続する。,1,3,1,,1,,,,8,8,2,2,範囲攻撃;対ユニット,
震蕩,./img/skillIMG/震蕩.png,パッシブ,-,-,エンフォーサー,パッシブ：攻撃後、ターゲットに▽素早さLv.3を付与し、2ターン継続する。,,,,,,,,,,,,,,
無力化の一撃(近距離),./img/skillIMG/無力化の一撃(近距離).png,通常攻撃;物理ダメージ,-,-,エンフォーサー;スティンガー,通常攻撃：2回50%の物理ダメージを与え、ターゲットに▽攻撃Lv.1を付与し、2ターン継続する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
破軍強靭刃,./img/skillIMG/破軍強靭刃.png,物理ダメージ,4,-,スティンガー,物理ダメージ：単体攻撃。<br>170%のダメージを与える。<br>攻撃前、ターゲットに孤立を付与し、1ターン継続する。<br>ダメージを与えた後、ターゲットに?援護を付与し、2ターン継続する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
攻撃強化,./img/skillIMG/攻撃強化.png,支援,-,3,破断の旋風;王国軍・光の術師,支援：味方キャラクターに△攻撃Lv.2を付与する。<br>攻撃能力値デバフを無効化し、2ターン継続する。,0,3,-1,,,,,,2,2,,,対ユニット,
嵐の反撃,./img/skillIMG/嵐の反撃.png,リアクション,-,-,破断の旋風,リアクション：敵に正面・側面から攻撃された場合、被ダメージ-8%、反撃をする。<br>自身範囲1輪以内のすべての敵ユニットに45%の物理ダメージを与える。,,,,,,,,,,,,,,
猛虎下山撃,./img/skillIMG/猛虎下山撃.png,物理ダメージ,1,5,破断の旋風,物理ダメージ：自身十字範囲内の地点を1個選択、突撃し、ターゲット方向の3×3エリアの敵に60%の範囲ダメージを与え、突撃は阻止されない。<br>攻撃後、自身が△物防Lv.2、△魔防Lv.2を獲得し、2ターン継続する。,1,3,33,,,1,1,,1,1,2,2,範囲攻撃;対地面,5
処刑,./img/skillIMG/処刑.png,物理ダメージ,3,-,破断の旋風;無法者・刺客,物理ダメージ：ターゲット方向直線2マス以内の敵全員に120%の範囲ダメージを与える。<br>ターゲットが負傷状態の時、攻撃前?不屈、?被回復を付与する。,1,1,2,,,,,1,2,2,2,2,対地面,
ファイアボール,./img/skillIMG/ファイアボール.png,魔法ダメージ,1,-,炎の魔女;王国軍・火の術師;闇の光・火の術師,魔法ダメージ：単体攻撃。<br>125%のダメージを与え、火傷を付与し、2ターン継続する。,1,2,-1,,,,,,5,3,,,遠距離;対ユニット,
火柱術,./img/skillIMG/火柱術.png,魔法ダメージ,2,-,炎の魔女;王国軍・火の術師,魔法ダメージ：1個の地点を選択し、ターゲット地点から1マス以内の敵全員に70%の火属性範囲ダメージを与える。,1,3,1,,,,,,8,8,2,2,範囲攻撃;対地面,
高揚,./img/skillIMG/高揚.png,パッシブ,-,-,炎の魔女,パッシブ：健康状態の場合、攻撃力+10%。,,,,,,,,,,,,,,
風のごとく,./img/skillIMG/風のごとく.png,支援,1,5,炎の魔女,支援：ターゲット範囲2マス以内の味方全員に△移動Lv.2を付与し、▽移動を無効化し、2ターン継続する。,0,3,2,,,,,,8,8,2,2,対地面,
インフェルノ,./img/skillIMG/インフェルノ.png,魔法ダメージ,2,2,炎の魔女,魔法ダメージ：1ターンの間準備する。<br>ターゲット範囲1輪以内の敵全員に85%の火属性範囲ダメージを与える。,3,4,1,,1,,,,8,8,2,2,範囲攻撃;対地面,
フレイムエクスプロージョン,./img/skillIMG/フレイムエクスプロージョン.png,魔法ダメージ,4,-,炎の魔女,魔法ダメージ：単体攻撃。<br>170%のダメージを与える。<br>ターゲットが火傷を所持する時、与ダメージが200%にアップする。,1,3,-1,,,,,,5,3,,,遠距離;対ユニット,
敬虔なる守衛,./img/skillIMG/敬虔なる守衛.png,回復,3,-,静謐の戒め,回復：自身の3個のデバフを解除し、HPを40%回復し、△物防Lv.2と△魔防Lv.2を獲得する。<br>自身範囲2マス以内の味方全員の代わりに攻撃を受ける。<br>個性効果が200%まで強化され、2ターン継続する。<br>解除不可、無効化不可。,,,0,,,,,,,,,,対ユニット,
斬魔,./img/skillIMG/斬魔.png,魔法ダメージ,2,3,静謐の戒め,魔法ダメージ：ターゲット方向3×3エリアの敵全員に物攻値80%の魔法ダメージを与え、▽攻撃Lv.2を付与し、2ターン継続する。,1,1,33,,,1,,,2,2,2,2,範囲攻撃;対地面,
麻酔針,./img/skillIMG/麻酔針.png,支援;即時,2,3,癒しの手,支援：即時。<br>ターゲットに睡眠を付与し、2ターン継続する。,1,1,-1,1,,,,,2,2,,,対ユニット,
痛み止め薬,./img/skillIMG/痛み止め薬.png,回復;即時,1,3,癒しの手,回復：即時。<br>ターゲットを回復する。<br>HPを20%回復し、再生Lv.2、被ダメージ軽減Lv.3を獲得し、3ターン継続する。,0,1,-1,1,,,,,2,2,,,対ユニット,
燃焼瓶,./img/skillIMG/燃焼瓶.png,貫通ダメージ,1,3,癒しの手,貫通ダメージ：ターゲット地点1輪以内の敵全員にHP10%の貫通ダメージを与え、パネルを燃焼に変え、2ターン継続する。,1,3,1,,1,,,,8,6,2,2,範囲攻撃;対地面,
同胞の鼓舞,./img/skillIMG/同胞の鼓舞.png,パッシブ,-,-,紅のハヤブサ;王国軍・火の術師,パッシブ：行動開始時、自身範囲2マス以内に2名以上の味方がいる場合、△ダメージLv.2を獲得し、1ターン継続する。<br>アクティブ攻撃された時、自身範囲2マス以内に2名以上の味方がいる場合、被ダメージ-20%。,,,,,,,,,,,,,,
弱点攻撃,./img/skillIMG/弱点攻撃.png,パッシブ,-,-,紅のハヤブサ,パッシブ：アクティブ攻撃時、クリティカル発生率+15%。<br>背面攻撃の場合、クリティカル発生率+40%。,,,,,,,,,,,,,,
制裁,./img/skillIMG/制裁.png,魔法ダメージ,2,-,輝ける慈愛;王国軍・光の術師,魔法ダメージ：単体攻撃。<br>150%ダメージを与える。<br>攻撃後、ターゲットの2個のバフを解除する。,1,2,-1,,,,,,5,3,,,遠距離;対ユニット,
ノックバック打撃,./img/skillIMG/ノックバック打撃.png,物理ダメージ,3,-,テンペスト;傭兵・長槍兵;無法者・長槍兵,物理ダメージ：単体攻撃。<br>140%のダメージを与え、ターゲットを2マスノックバックする。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
テンペスト強襲,./img/skillIMG/テンペスト強襲.png,物理ダメージ,3,2,テンペスト,物理ダメージ：自身十字範囲内の敵1体を選択し、近くに突撃して150%のダメージを与える。<br>風の怒りを所持する場合、ターゲットを2マスノックバックする。,1,3,-1,,,,1,,1,1,,,近接;対ユニット,
嵐の脅威,./img/skillIMG/嵐の脅威.png,リアクション,-,-,テンペスト,リアクション：正面・側面に近接攻撃される前に、自身範囲1輪以内の敵全員に50%の物理ダメージを与える。<br>風の守りを所持する場合、追加で▽ダメージLv.2を付与し、1ターン継続する。<br>1ターンで最大1回発動する。,,,,,,,,,,,,,,
ワンツー連撃,./img/skillIMG/ワンツー連撃.png,物理ダメージ,3,-,テンペスト;騎士連合・長槍兵,物理ダメージ：単体攻撃。<br>30%のダメージを与え、ターゲットの2個のバフを解除し、追撃を行い、130%のダメージを与える。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
物防指揮,./img/skillIMG/物防指揮.png,オーラ,-,-,キャンドル,オーラ：自身範囲2マス以内の他の味方の物防+30%。,,,,,,,,,,,,,,
指名手配,./img/skillIMG/指名手配.png,回復,2,3,キャンドル,回復：ターゲットに吊し人のマーク、▽素早さLv.2を付与し、2ターン継続する。<br>ターゲット範囲4マス以内の味方全員を回復させる。<br>回復量は魔攻値の65%、△移動Lv.1を獲得し、1ターン継続する。,1,5,-1,,,,,,8,8,,,対ユニット,
